id,term,positive_score,nagative_score
"8541","달사","0.00002","0.00004"
"8542","달성","0.00633","0.00662"
"8543","달식","0.00005","0.00007"
"8544","달싹","0.00003","0.00000"
"8545","달아나다","0.00235","0.00139"
"8546","달아보다","0.00008","0.00011"
"8547","달아오르다","0.00042","0.00018"
"8548","달안","0.00002","0.00004"
"8549","달여나가다","0.00004","0.00000"
"8550","달음","0.00035","0.00032"
"8551","달음박","0.00003","0.00000"
"8552","달이","0.00020","0.00000"
"8553","달이다","0.00085","0.00061"
"8554","달인","0.00206","0.00139"
"8555","달자","0.00002","0.00004"
"8556","달전","0.00011","0.00007"
"8557","달지","0.00003","0.00007"
"8558","달집","0.00025","0.00000"
"8559","달째","0.00014","0.00018"
"8560","달초","0.00002","0.00000"
"8561","달큰하다","0.00002","0.00004"
"8562","달통","0.00002","0.00004"
"8563","달팽이","0.00433","0.00290"
"8564","달필","0.00002","0.00000"
"8565","달하다","0.00374","0.00426"
"8566","닭강정","0.00005","0.00000"
"8567","닭꼬치","0.00003","0.00014"
"8568","닭도리","0.00004","0.00007"
"8569","닭볶음","0.00013","0.00004"
"8570","닮다","0.02071","0.01792"
"8571","닳다","0.00154","0.00125"
"8572","닳아빠지다","0.00002","0.00000"
"8573","담가","0.00017","0.00014"
"8574","담구다","0.00026","0.00014"
"8575","담그다","0.00232","0.00247"
"8576","담금","0.00015","0.00011"
"8577","담기다","0.07711","0.05332"
"8578","담낭","0.00006","0.00000"
"8579","담다","0.08660","0.07084"
"8580","담담히","0.00108","0.00157"
"8581","담당","0.00726","0.00665"
"8582","담대","0.00053","0.00061"
"8583","담대히","0.00004","0.00004"
"8584","담덕","0.00007","0.00011"
"8585","담력","0.00015","0.00025"
"8586","담론","0.00171","0.00293"
"8587","담박","0.00007","0.00000"
"8588","담배","0.00431","0.00508"
"8589","담뱃","0.00022","0.00007"
"8590","담보","0.00145","0.00175"
"8591","담비","0.00009","0.00004"
"8592","담뿍","0.00040","0.00014"
"8593","담사","0.00028","0.00029"
"8594","담석","0.00006","0.00000"
"8595","담소","0.00026","0.00029"
"8596","담수","0.00008","0.00004"
"8597","담쌓다","0.00013","0.00014"
"8598","담아내다","0.01139","0.00855"
"8599","담안","0.00002","0.00000"
"8600","담양","0.00015","0.00004"
"8601","담음","0.00005","0.00004"
"8602","담이","0.00032","0.00029"
"8603","담임","0.00389","0.00268"
"8604","담자","0.00071","0.00093"
"8605","담주","0.00004","0.00004"
"8606","담즙","0.00005","0.00004"
"8607","담증","0.00011","0.00029"
"8608","담지","0.00013","0.00021"
"8609","담채","0.00006","0.00007"
"8610","담책","0.00012","0.00011"
"8611","담판","0.00014","0.00000"
"8612","담학","0.00010","0.00004"
"8613","담합","0.00016","0.00021"
"8614","담화","0.00067","0.00093"
"8615","답다","0.00008","0.00011"
"8616","답답","0.00003","0.00004"
"8617","답례","0.00013","0.00004"
"8618","답문","0.00004","0.00004"
"8619","답변","0.00605","0.00637"
"8620","답보","0.00008","0.00007"
"8621","답사","0.00221","0.00164"
"8622","답살","0.00002","0.00007"
"8623","답서","0.00003","0.00018"
"8624","답습","0.00061","0.00129"
"8625","답신","0.00008","0.00000"
"8626","답안","0.00115","0.00129"
"8627","답장","0.00152","0.00129"
"8628","답지","0.00030","0.00057"
"8629","답하다","0.00005","0.00000"
"8630","닷새","0.00022","0.00018"
"8631","닷컴","0.00116","0.00125"
"8632","당개","0.00006","0.00004"
"8633","당고","0.00004","0.00007"
"8634","당골","0.00002","0.00000"
"8635","당과","0.00027","0.00032"
"8636","당구","0.00041","0.00057"
"8637","당국","0.00071","0.00054"
"8638","당권","0.00002","0.00004"
"8639","당귀","0.00002","0.00004"
"8640","당근","0.00369","0.00207"
"8641","당금","0.00004","0.00004"
"8642","당기","0.00020","0.00021"
"8643","당기다","0.00358","0.00504"
"8644","당끼","0.00002","0.00004"
"8645","당내","0.00004","0.00004"
"8646","당뇨","0.00317","0.00147"
"8647","당당","0.00132","0.00075"
"8648","당당다","0.00002","0.00000"
"8649","당당히","0.00319","0.00286"
"8650","당대","0.00261","0.00311"
"8651","당도","0.00023","0.00029"
"8652","당돌","0.00005","0.00007"
"8653","당락","0.00007","0.00007"
"8654","당략","0.00003","0.00004"
"8655","당론","0.00006","0.00000"
"8656","당류","0.00004","0.00000"
"8657","당리","0.00003","0.00004"
"8658","당면","0.00086","0.00068"
"8659","당명","0.00002","0.00007"
"8660","당무","0.00059","0.00004"
"8661","당밀","0.00002","0.00004"
"8662","당백","0.00003","0.00007"
"8663","당번","0.00028","0.00018"
"8664","당보","0.00002","0.00000"
"8665","당부","0.00258","0.00222"
"8666","당분","0.00036","0.00032"
"8667","당분간","0.00116","0.00172"
"8668","당사","0.00346","0.00311"
"8669","당산","0.00013","0.00014"
"8670","당상","0.00009","0.00000"
"8671","당서","0.00005","0.00000"
"8672","당선","0.00254","0.00325"
"8673","당수","0.00006","0.00007"
"8674","당숙","0.00003","0.00000"
"8675","당승","0.00003","0.00000"
"8676","당시","0.03724","0.03740"
"8677","당연","0.00335","0.00347"
"8678","당연지사","0.00028","0.00057"
"8679","당연히","0.01701","0.01613"
"8680","당원","0.00034","0.00021"
"8681","당위","0.00097","0.00197"
"8682","당의","0.00003","0.00011"
"8683","당인","0.00005","0.00000"
"8684","당일","0.00161","0.00207"
"8685","당자","0.00002","0.00000"
"8686","당장","0.02126","0.02031"
"8687","당쟁","0.00046","0.00118"
"8688","당좌","0.00003","0.00007"
"8689","당주","0.00008","0.00011"
"8690","당직","0.00020","0.00011"
"8691","당진","0.00008","0.00004"
"8692","당질","0.00145","0.00072"
"8693","당차","0.00002","0.00000"
"8694","당차다","0.00146","0.00132"
"8695","당착","0.00010","0.00029"
"8696","당첨","0.00434","0.00365"
"8697","당체","0.00002","0.00004"
"8698","당초","0.00064","0.00136"
"8699","당최","0.00028","0.00168"
"8700","당통","0.00003","0.00007"
"8701","당파","0.00065","0.00111"
"8702","당포","0.00004","0.00000"
"8703","당하다","0.03149","0.02882"
"8704","당한","0.00005","0.00004"
"8705","당항포","0.00002","0.00000"
"8706","당호","0.00002","0.00000"
"8707","당혹","0.00167","0.00325"
"8708","당화","0.00002","0.00004"
"8709","당황","0.00947","0.01377"
"8710","당히다","0.00003","0.00014"
"8711","닿다","0.03360","0.04305"
"8712","대가","0.00808","0.00837"
"8713","대가다","0.00053","0.00021"
"8714","대가리","0.00033","0.00039"
"8715","대각","0.00022","0.00011"
"8716","대간","0.00015","0.00036"
"8717","대갈","0.00008","0.00004"
"8718","대감","0.00050","0.00021"
"8719","대강","0.00159","0.00225"
"8720","대강대강","0.00004","0.00011"
"8721","대개","0.00381","0.00447"
"8722","대거","0.00069","0.00068"
"8723","대견","0.00105","0.00039"
"8724","대결","0.00559","0.00415"
"8725","대경","0.00002","0.00000"
"8726","대계","0.00008","0.00011"
"8727","대곡","0.00004","0.00000"
"8728","대곤","0.00005","0.00004"
"8729","대공","0.00023","0.00018"
"8730","대공습","0.00003","0.00018"
"8731","대과","0.00010","0.00004"
"8732","대관","0.00020","0.00000"
"8733","대관령","0.00022","0.00004"
"8734","대관원","0.00005","0.00007"
"8735","대관절","0.00003","0.00014"
"8736","대교","0.00078","0.00050"
"8737","대구","0.00208","0.00461"
"8738","대국","0.00144","0.00125"
"8739","대군","0.00054","0.00039"
"8740","대굴대굴","0.00003","0.00000"
"8741","대궁","0.00002","0.00011"
"8742","대권","0.00021","0.00014"
"8743","대궐","0.00017","0.00007"
"8744","대극","0.00002","0.00000"
"8745","대금","0.00051","0.00054"
"8746","대기","0.00309","0.00243"
"8747","대기근","0.00008","0.00011"
"8748","대길","0.00004","0.00000"
"8749","대꾸","0.00088","0.00089"
"8750","대끼다","0.00002","0.00000"
"8751","대나","0.00008","0.00014"
"8752","대남","0.00002","0.00004"
"8753","대내","0.00006","0.00004"
"8754","대너","0.00003","0.00004"
"8755","대논쟁","0.00010","0.00014"
"8756","대놓고","0.00003","0.00000"
"8757","대놓다","0.00139","0.00293"
"8758","대뇌","0.00037","0.00043"
"8759","대니","0.00099","0.00072"
"8760","대니다","0.00031","0.00014"
"8761","대니얼","0.00077","0.00043"
"8762","대니엘","0.00003","0.00004"
"8763","대님","0.00003","0.00000"
"8764","대다","0.01052","0.00976"
"8765","대단","0.00015","0.00025"
"8766","대단히","0.00296","0.00436"
"8767","대담","0.00203","0.00336"
"8768","대답","0.02316","0.01856"
"8769","대당","0.00004","0.00004"
"8770","대대","0.00112","0.00125"
"8771","대대로","0.00092","0.00050"
"8772","대대손손","0.00022","0.00011"
"8773","대덕","0.00003","0.00000"
"8774","대도","0.00034","0.00068"
"8775","대독","0.00002","0.00007"
"8776","대동","0.00129","0.00179"
"8777","대두","0.00164","0.00175"
"8778","대둔","0.00003","0.00000"
"8779","대들다","0.00047","0.00039"
"8780","대등","0.00034","0.00039"
"8781","대디","0.00030","0.00011"
"8782","대뜸","0.00037","0.00046"
"8783","대라","0.00003","0.00007"
"8784","대란","0.00027","0.00018"
"8785","대략","0.00468","0.00554"
"8786","대량","0.00207","0.00225"
"8787","대런","0.00006","0.00000"
"8788","대려","0.00003","0.00000"
"8789","대련","0.00003","0.00011"
"8790","대령","0.00064","0.00097"
"8791","대례","0.00002","0.00000"
"8792","대로","0.00101","0.00100"
"8793","대롱","0.00008","0.00000"
"8794","대롱대롱","0.00021","0.00007"
"8795","대룡","0.00003","0.00000"
"8796","대루","0.00002","0.00000"
"8797","대류","0.00013","0.00007"
"8798","대륙","0.00658","0.00544"
"8799","대릉","0.00001","0.00011"
"8800","대리","0.00546","0.00501"
"8801","대리다","0.00036","0.00036"
"8802","대림","0.00010","0.00007"
"8803","대립","0.00502","0.00511"
"8804","대마","0.00151","0.00061"
"8805","대막","0.00003","0.00000"
"8806","대만","0.00382","0.00372"
"8807","대망","0.00031","0.00029"
"8808","대면","0.00213","0.00232"
"8809","대명","0.00011","0.00000"
"8810","대모","0.00062","0.00075"
"8811","대목","0.01002","0.01216"
"8812","대몽","0.00003","0.00014"
"8813","대무","0.00002","0.00007"
"8814","대무신","0.00011","0.00014"
"8815","대문","0.00286","0.00197"
"8816","대물","0.00003","0.00000"
"8817","대물리다","0.00028","0.00011"
"8818","대물림","0.00072","0.00064"
"8819","대미","0.00026","0.00029"
"8820","대미지","0.00002","0.00000"
"8821","대박","0.00603","0.00476"
"8822","대발","0.00023","0.00004"
"8823","대발해","0.00002","0.00004"
"8824","대방","0.00002","0.00000"
"8825","대백","0.00115","0.00068"
"8826","대백과","0.00026","0.00004"
"8827","대번","0.00024","0.00011"
"8828","대범","0.00027","0.00036"
"8829","대법","0.00003","0.00000"
"8830","대변","0.00621","0.00608"
"8831","대별","0.00076","0.00043"
"8832","대보","0.00002","0.00004"
"8833","대보다","0.00078","0.00064"
"8834","대복","0.00009","0.00000"
"8835","대본","0.00114","0.00157"
"8836","대봉","0.00002","0.00004"
"8837","대부","0.00184","0.00182"
"8838","대북","0.00018","0.00032"
"8839","대분","0.00006","0.00014"
"8840","대불","0.00002","0.00000"
"8841","대비","0.01507","0.01423"
"8842","대빵","0.00003","0.00011"
"8843","대사","0.01119","0.01362"
"8844","대산","0.00008","0.00004"
"8845","대상","0.03195","0.03590"
"8846","대생","0.00102","0.00164"
"8847","대서","0.00072","0.00097"
"8848","대서다","0.00003","0.00004"
"8849","대석","0.00013","0.00000"
"8850","대선","0.00191","0.00308"
"8851","대설","0.00007","0.00000"
"8852","대성","0.00124","0.00122"
"8853","대세","0.00312","0.00261"
"8854","대소","0.00050","0.00039"
"8855","대속","0.00008","0.00000"
"8856","대손","0.00011","0.00007"
"8857","대수","0.00210","0.00211"
"8858","대수롭다","0.00002","0.00004"
"8859","대수롭잖다","0.00003","0.00000"
"8860","대쉬","0.00003","0.00004"
"8861","대승","0.00039","0.00007"
"8862","대시","0.00014","0.00007"
"8863","대시보드","0.00003","0.00004"
"8864","대식","0.00115","0.00079"
"8865","대신","0.03442","0.03047"
"8866","대실","0.00006","0.00018"
"8867","대아","0.00003","0.00004"
"8868","대악","0.00014","0.00007"
"8869","대안","0.00584","0.00708"
"8870","대야","0.00022","0.00014"
"8871","대양","0.00045","0.00046"
"8872","대어","0.00008","0.00011"
"8873","대업","0.00013","0.00004"
"8874","대에","0.00002","0.00000"
"8875","대여","0.00169","0.00207"
"8876","대역","0.00032","0.00039"
"8877","대연이","0.00004","0.00000"
"8878","대연정","0.00002","0.00004"
"8879","대열","0.00077","0.00139"
"8880","대영","0.00046","0.00007"
"8881","대오","0.00008","0.00004"
"8882","대옥","0.00016","0.00007"
"8883","대왕","0.00679","0.00393"
"8884","대외","0.00088","0.00082"
"8885","대요","0.00049","0.00032"
"8886","대용","0.00042","0.00054"
"8887","대우","0.00271","0.00215"
"8888","대운","0.00004","0.00014"
"8889","대웅","0.00007","0.00004"
"8890","대원","0.00194","0.00089"
"8891","대원사","0.00002","0.00000"
"8892","대위","0.00047","0.00061"
"8893","대유","0.00002","0.00000"
"8894","대응","0.00723","0.00737"
"8895","대의","0.00367","0.00468"
"8896","대이다","0.00008","0.00007"
"8897","대인","0.00310","0.00343"
"8898","대인배","0.00009","0.00007"
"8899","대일","0.00027","0.00018"
"8900","대임","0.00004","0.00004"
"8901","대입","0.00289","0.00340"
"8902","대자","0.00021","0.00018"
"8903","대작","0.00120","0.00114"
"8904","대장","0.00616","0.00358"
"8905","대장경","0.00002","0.00000"
"8906","대장금","0.00009","0.00014"
"8907","대재","0.00002","0.00000"
"8908","대저","0.00005","0.00007"
"8909","대적","0.00042","0.00050"
"8910","대전","0.00749","0.00712"
"8911","대전사","0.00004","0.00000"
"8912","대접","0.00378","0.00454"
"8913","대제","0.00025","0.00018"
"8914","대조","0.00269","0.00311"
"8915","대조영","0.00021","0.00007"
"8916","대졸","0.00014","0.00014"
"8917","대종","0.00010","0.00000"
"8918","대죄","0.00003","0.00000"
"8919","대주","0.00016","0.00021"
"8920","대주다","0.00015","0.00018"
"8921","대준","0.00002","0.00004"
"8922","대중","0.01845","0.02550"
"8923","대증","0.00008","0.00004"
"8924","대지","0.00166","0.00143"
"8925","대진","0.00006","0.00007"
"8926","대차","0.00058","0.00079"
"8927","대차다","0.00017","0.00014"
"8928","대찬","0.00004","0.00007"
"8929","대참사","0.00011","0.00007"
"8930","대책","0.00414","0.00461"
"8931","대처","0.01385","0.01241"
"8932","대처리즘","0.00002","0.00000"
"8933","대척","0.00022","0.00043"
"8934","대천","0.00004","0.00007"
"8935","대철","0.00003","0.00000"
"8936","대첩","0.00109","0.00018"
"8937","대청","0.00018","0.00004"
"8938","대체","0.01340","0.02142"
"8939","대체로","0.00345","0.00547"
"8940","대추","0.00039","0.00025"
"8941","대축","0.00003","0.00000"
"8942","대출","0.00790","0.00815"
"8943","대충","0.00815","0.01527"
"8944","대치","0.00144","0.00182"
"8945","대칭","0.00105","0.00129"
"8946","대타","0.00013","0.00011"
"8947","대탈출","0.00011","0.00014"
"8948","대토","0.00004","0.00007"
"8949","대통","0.00012","0.00000"
"8950","대통령","0.01991","0.02253"
"8951","대퇴","0.00003","0.00000"
"8952","대파","0.00028","0.00018"
"8953","대판","0.00009","0.00000"
"8954","대패","0.00022","0.00011"
"8955","대편","0.00010","0.00032"
"8956","대포","0.00052","0.00043"
"8957","대폭","0.00048","0.00086"
"8958","대표","0.03494","0.02846"
"8959","대표제","0.00002","0.00000"
"8960","대풍","0.00005","0.00014"
"8961","대프니","0.00006","0.00007"
"8962","대피","0.00056","0.00054"
"8963","대필","0.00047","0.00136"
"8964","대하","0.00133","0.00082"
"8965","대하다","0.73794","0.74831"
"8966","대학","0.04710","0.05028"
"8967","대한","0.02856","0.02517"
"8968","대한매일","0.00002","0.00004"
"8969","대함","0.00013","0.00014"
"8970","대합","0.00011","0.00007"
"8971","대항","0.00249","0.00229"
"8972","대항해","0.00009","0.00007"
"8973","대해","0.00042","0.00036"
"8974","대행","0.00043","0.00043"
"8975","대행사","0.00015","0.00011"
"8976","대향","0.00004","0.00007"
"8977","대현","0.00015","0.00004"
"8978","대형","0.00456","0.00483"
"8979","대호","0.00009","0.00007"
"8980","대홍","0.00002","0.00000"
"8981","대화","0.05803","0.05321"
"8982","대화재","0.00005","0.00000"
"8983","대환","0.00003","0.00004"
"8984","대황","0.00002","0.00000"
"8985","대회","0.01051","0.00590"
"8986","대흥","0.00003","0.00000"
"8987","대희","0.00003","0.00000"
"8988","댄디","0.00010","0.00011"
"8989","댄버스","0.00005","0.00000"
"8990","댄서","0.00018","0.00032"
"8991","댄스","0.00164","0.00154"
"8992","댄슨","0.00003","0.00000"
"8993","댄싱","0.00006","0.00018"
"8994","댈러스","0.00002","0.00000"
"8995","댐퍼","0.00048","0.00043"
"8996","댕강","0.00005","0.00011"
"8997","댕구","0.00002","0.00000"
"8998","댕기","0.00010","0.00007"
"8999","댕기다","0.00015","0.00011"
"9000","댕다","0.00013","0.00000"
"9001","댕댕","0.00008","0.00004"
"9002","댕댕이","0.00007","0.00000"
"9003","댕이","0.00027","0.00014"
"9004","더가","0.00003","0.00004"
"9005","더구나","0.00034","0.00043"
"9006","더군다나","0.00378","0.00447"
"9007","더그","0.00008","0.00000"
"9008","더글라스","0.00061","0.00093"
"9009","더글러스","0.00026","0.00025"
"9010","더기","0.00003","0.00000"
"9011","더께","0.00006","0.00004"
"9012","더나다","0.00005","0.00014"
"9013","더닝","0.00004","0.00014"
"9014","더더","0.00009","0.00014"
"9015","더더구나","0.00014","0.00029"
"9016","더더군다나","0.00015","0.00025"
"9017","더더기","0.00260","0.00361"
"9018","더더욱","0.01005","0.00822"
"9019","더덕","0.00017","0.00021"
"9020","더덕더덕","0.00002","0.00004"
"9021","더듬거리다","0.00025","0.00007"
"9022","더듬다","0.00270","0.00279"
"9023","더듬더듬","0.00027","0.00032"
"9024","더듬이","0.00038","0.00025"
"9025","더디","0.00018","0.00000"
"9026","더디다","0.00179","0.00336"
"9027","더러","0.00047","0.00057"
"9028","더러움","0.00017","0.00046"
"9029","더러워지다","0.00037","0.00046"
"9030","더럭","0.00006","0.00011"
"9031","더럽다","0.00447","0.00526"
"9032","더럽히다","0.00060","0.00082"
"9033","더렵히다","0.00011","0.00018"
"9034","더리","0.00003","0.00004"
"9035","더리다","0.00015","0.00021"
"9036","더미","0.00223","0.00179"
"9037","더벅","0.00020","0.00004"
"9038","더부","0.00005","0.00000"
"9039","더불다","0.02506","0.01913"
"9040","더블","0.00040","0.00054"
"9041","더블딥","0.00006","0.00000"
"9042","더블린","0.00015","0.00032"
"9043","더블유","0.00002","0.00000"
"9044","더비","0.00007","0.00043"
"9045","더빙","0.00010","0.00036"
"9046","더스트","0.00006","0.00004"
"9047","더스틴","0.00003","0.00000"
"9048","더없이","0.00288","0.00186"
"9049","더우","0.00017","0.00007"
"9050","더우기","0.00003","0.00000"
"9051","더우먼","0.00002","0.00000"
"9052","더욱","0.08971","0.06186"
"9053","더욱더","0.00784","0.00497"
"9054","더욱이","0.00272","0.00261"
"9055","더운","0.00003","0.00000"
"9056","더위","0.00327","0.00225"
"9057","더치","0.00008","0.00007"
"9058","더치페이","0.00003","0.00014"
"9059","더크","0.00005","0.00007"
"9060","더클래식","0.00004","0.00004"
"9061","더킹","0.00003","0.00000"
"9062","더티","0.00002","0.00000"
"9063","더풀","0.00002","0.00007"
"9064","더프","0.00007","0.00004"
"9065","더플","0.00003","0.00004"
"9066","더하","0.00047","0.00039"
"9067","더하다","0.00675","0.00633"
"9068","더한층","0.00002","0.00000"
"9069","덕구","0.00008","0.00014"
"9070","덕담","0.00024","0.00011"
"9071","덕망","0.00009","0.00011"
"9072","덕목","0.00239","0.00250"
"9073","덕분","0.02937","0.01960"
"9074","덕선","0.00002","0.00000"
"9075","덕성","0.00011","0.00007"
"9076","덕수","0.00051","0.00018"
"9077","덕실","0.00002","0.00000"
"9078","덕업","0.00009","0.00011"
"9079","덕유","0.00002","0.00000"
"9080","덕이","0.00020","0.00000"
"9081","덕인","0.00005","0.00000"
"9082","덕정","0.00002","0.00000"
"9083","덕주","0.00002","0.00007"
"9084","덕지","0.00006","0.00018"
"9085","덕지덕지","0.00030","0.00068"
"9086","덕진","0.00004","0.00000"
"9087","덕천","0.00011","0.00000"
"9088","덕치","0.00004","0.00000"
"9089","덕택","0.00037","0.00054"
"9090","덕통","0.00002","0.00004"
"9091","덕행","0.00005","0.00000"
"9092","덕형","0.00008","0.00011"
"9093","덕혜","0.00013","0.00068"
"9094","덕혜옹주","0.00065","0.00029"
"9095","덕호","0.00005","0.00018"
"9096","던바","0.00002","0.00004"
"9097","던스","0.00025","0.00075"
"9098","던전","0.00003","0.00000"
"9099","던져대다","0.00003","0.00000"
"9100","던져두다","0.00009","0.00021"
"9101","던지","0.00009","0.00007"
"9102","던지다","0.03057","0.03143"
"9103","던짐","0.00003","0.00007"
"9104","던컨","0.00020","0.00025"
"9105","던킨","0.00007","0.00007"
"9106","던트","0.00007","0.00011"
"9107","덜그럭","0.00002","0.00007"
"9108","덜다","0.01499","0.01870"
"9109","덜덜","0.00064","0.00046"
"9110","덜덜덜","0.00004","0.00000"
"9111","덜되다","0.00004","0.00025"
"9112","덜떨어지다","0.00007","0.00025"
"9113","덜렁","0.00036","0.00029"
"9114","덜렁거리다","0.00011","0.00004"
"9115","덜렁대다","0.00017","0.00007"
"9116","덜렁덜렁","0.00003","0.00004"
"9117","덜렁이다","0.00002","0.00000"
"9118","덜리다","0.00004","0.00000"
"9119","덜미","0.00040","0.00032"
"9120","덜쓰다","0.00002","0.00000"
"9121","덜이","0.00007","0.00007"
"9122","덜커덕","0.00004","0.00011"
"9123","덜커덩","0.00004","0.00000"
"9124","덜컥","0.00109","0.00139"
"9125","덜컹","0.00018","0.00025"
"9126","덜컹거리다","0.00011","0.00011"
"9127","덜컹덜컹","0.00005","0.00007"
"9128","덜하다","0.00183","0.00401"
"9129","덤덤","0.00002","0.00004"
"9130","덤덤히","0.00020","0.00032"
"9131","덤벙","0.00005","0.00004"
"9132","덤벙거리다","0.00003","0.00000"
"9133","덤벙대다","0.00005","0.00004"
"9134","덤벨","0.00009","0.00000"
"9135","덤벼들다","0.00041","0.00032"
"9136","덤보","0.00007","0.00000"
"9137","덤불","0.00036","0.00025"
"9138","덤블","0.00005","0.00004"
"9139","덤비다","0.00077","0.00093"
"9140","덤터기","0.00003","0.00004"
"9141","덤프","0.00020","0.00011"
"9142","덤핑","0.00004","0.00014"
"9143","덥다","0.00565","0.00433"
"9144","덥석","0.00072","0.00072"
"9145","덥석덥석","0.00004","0.00004"
"9146","덥썩","0.00038","0.00072"
"9147","덥치다","0.00003","0.00004"
"9148","덥히다","0.00014","0.00007"
"9149","덧나다","0.00010","0.00014"
"9150","덧대다","0.00030","0.00039"
"9151","덧바르다","0.00003","0.00004"
"9152","덧붙다","0.00020","0.00021"
"9153","덧붙이","0.00005","0.00000"
"9154","덧붙이다","0.00539","0.00776"
"9155","덧붙임","0.00006","0.00021"
"9156","덧씌우다","0.00017","0.00014"
"9157","덧없다","0.00066","0.00100"
"9158","덧없이","0.00013","0.00018"
"9159","덧입다","0.00004","0.00004"
"9160","덧입히다","0.00019","0.00014"
"9161","덩굴","0.00059","0.00021"
"9162","덩그라니","0.00009","0.00004"
"9163","덩그렇다","0.00052","0.00043"
"9164","덩그마니","0.00002","0.00004"
"9165","덩달다","0.00192","0.00125"
"9166","덩덩","0.00008","0.00000"
"9167","덩샤오핑","0.00021","0.00018"
"9168","덩실","0.00004","0.00000"
"9169","덩실덩실","0.00017","0.00011"
"9170","덩어리","0.00402","0.00418"
"9171","덩어리지다","0.00005","0.00007"
"9172","덩이","0.00266","0.00215"
"9173","덩치","0.00268","0.00161"
"9174","덩컨","0.00049","0.00057"
"9175","덩케르크","0.00009","0.00018"
"9176","덩쿨","0.00009","0.00004"
"9177","덩크","0.00021","0.00029"
"9178","덩크슛","0.00003","0.00000"
"9179","덩키덩키","0.00008","0.00021"
"9180","덮다","0.01976","0.03000"
"9181","덮밥","0.00003","0.00004"
"9182","덮어놓다","0.00003","0.00004"
"9183","덮어두다","0.00044","0.00057"
"9184","덮어쓰다","0.00007","0.00007"
"9185","덮어씌우다","0.00008","0.00011"
"9186","덮이다","0.00132","0.00136"
"9187","덮치다","0.00116","0.00104"
"9188","덮히다","0.00028","0.00021"
"9189","데구루루","0.00012","0.00000"
"9190","데굴데굴","0.00049","0.00089"
"9191","데기","0.00033","0.00054"
"9192","데나리온","0.00004","0.00000"
"9193","데니","0.00019","0.00011"
"9194","데니소비치","0.00003","0.00011"
"9195","데니스","0.00147","0.00043"
"9196","데니얼","0.00002","0.00000"
"9197","데니즈","0.00002","0.00000"
"9198","데님","0.00005","0.00000"
"9199","데다","0.00123","0.00111"
"9200","데드","0.00044","0.00021"
"9201","데드라인","0.00022","0.00025"
"9202","데드맨","0.00031","0.00025"
"9203","데디","0.00002","0.00000"
"9204","데라오","0.00002","0.00004"
"9205","데라우치","0.00003","0.00000"
"9206","데레사","0.00003","0.00004"
"9207","데려가다","0.00331","0.00193"
"9208","데려오다","0.00258","0.00179"
"9209","데롱","0.00003","0.00000"
"9210","데루히코","0.00008","0.00007"
"9211","데르","0.00013","0.00004"
"9212","데리","0.00007","0.00004"
"9213","데리다","0.01230","0.00840"
"9214","데리야키","0.00004","0.00000"
"9215","데릭","0.00017","0.00029"
"9216","데릴","0.00007","0.00004"
"9217","데메테르","0.00010","0.00004"
"9218","데면데면","0.00015","0.00004"
"9219","데모","0.00068","0.00054"
"9220","데모크리토스","0.00004","0.00000"
"9221","데몬","0.00003","0.00000"
"9222","데몰리션","0.00002","0.00004"
"9223","데미","0.00004","0.00004"
"9224","데미도프","0.00002","0.00000"
"9225","데미안","0.00206","0.00172"
"9226","데미지","0.00004","0.00014"
"9227","데바","0.00005","0.00000"
"9228","데버러","0.00003","0.00000"
"9229","데보라","0.00009","0.00007"
"9230","데본","0.00004","0.00004"
"9231","데뷔","0.00384","0.00526"
"9232","데브","0.00002","0.00007"
"9233","데브라","0.00003","0.00004"
"9234","데브루","0.00009","0.00000"
"9235","데븐포트","0.00004","0.00000"
"9236","데블다","0.00003","0.00000"
"9237","데블린","0.00007","0.00000"
"9238","데비","0.00005","0.00011"
"9239","데빈","0.00010","0.00004"
"9240","데빌","0.00006","0.00000"
"9241","데생","0.00012","0.00011"
"9242","데스","0.00112","0.00100"
"9243","데스먼드","0.00003","0.00000"
"9244","데스몬드","0.00003","0.00000"
"9245","데스크","0.00041","0.00046"
"9246","데스크톱","0.00002","0.00011"
"9247","데스티니","0.00002","0.00000"
"9248","데시","0.00003","0.00000"
"9249","데시벨","0.00004","0.00004"
"9250","데쓰","0.00009","0.00011"
"9251","데쓰야","0.00005","0.00007"
"9252","데어","0.00002","0.00004"
"9253","데오","0.00002","0.00004"
"9254","데우다","0.00070","0.00089"
"9255","데우스","0.00017","0.00032"
"9256","데이","0.00185","0.00172"
"9257","데이다","0.00047","0.00068"
"9258","데이먼","0.00017","0.00014"
"9259","데이미언","0.00002","0.00000"
"9260","데이브","0.00134","0.00039"
"9261","데이비","0.00022","0.00000"
"9262","데이비드","0.00412","0.00261"
"9263","데이비드슨","0.00003","0.00000"
"9264","데이비스","0.00030","0.00032"
"9265","데이비슨","0.00006","0.00014"
"9266","데이빗","0.00035","0.00036"
"9267","데이즈","0.00028","0.00007"
"9268","데이지","0.00199","0.00218"
"9269","데이치","0.00002","0.00011"
"9270","데이케어","0.00002","0.00000"
"9271","데이코","0.00033","0.00075"
"9272","데이크스트라","0.00002","0.00000"
"9273","데이터","0.01405","0.01509"
"9274","데이턴","0.00002","0.00000"
"9275","데이트","0.00203","0.00211"
"9276","데일","0.00079","0.00089"
"9277","데일리","0.00042","0.00075"
"9278","데임","0.00003","0.00007"
